DrugGEN-NoTarget_MOL_ID,SMILES
MOL_03_000913,CONC(C#N)C1CN2CCC1CC2
MOL_03_008617,Cc1cc(NNc2ccc(S(O)(O)Nc3ccc(F)cn3)cc2)cc(C)c1O
MOL_03_003507,ON(O)c1cccc(OCC2CC3CCN2CC3)c1
MOL_03_005614,ONC(O)C1CN(Cc2ccc(Oc3ccc(F)cc3)cc2)C(O)N1
MOL_03_006186,Cc1nc2c(OC(F)F)cccc2n1-c1ccc(C(O)NC2CC2)s1
MOL_03_003148,Oc1ncccc1C(O)OCC(O)NC1CCCCCCC1
MOL_03_004697,ON(O)c1ccc(COc2ccccc2CN2CCCCC2)cc1
MOL_03_004370,Cc1cc(OCCCONC(N)N)cc(OS(O)(O)c2cccc(S(C)(O)O)c2)c1
MOL_03_000935,CCOC(O)c1nnsc1-c1ccc(-c2snnc2C(O)OCC)cc1
MOL_03_008085,CCO[PH](O)(COCCOn1cnc2c(N)ncnc21)OCC
MOL_03_009577,OC(Nc1nc2cccnc2s1)C1CCCC1
MOL_03_008570,CONCc1cc(-c2cc3c(c(OC)c2)OCCN(C(O)C2CC2)C3)ccc1OC
MOL_03_009412,COc1ccc(CC2SC(c3ccc(C(C)O)cc3)NC2O)cc1
MOL_03_000933,N#Cc1ccccc1OCCN1C(O)c2ccccc2C1O
MOL_03_009517,COCc1cc(N)c(Nc2ccc(C#N)cc2)cc1Oc1c(C)cc(CCC#N)cc1C
MOL_03_000900,OC1CCN(C(O)c2ccccc2-c2ccccc2)C(CNC(O)c2cccc3cccnc23)C1
MOL_03_004163,Oc1ccc(Cl)cc1CNCc1ccc(C(O)O)cc1
MOL_03_009007,NC(N)c1cccc(-c2cc(-c3ccc(C(N)N)cc3N(O)O)on2)c1
MOL_03_000794,CCC(Cc1ccc(C(O)NCc2ccc(C(F)(F)F)cc2)cc1)C(O)O
MOL_03_009729,N#Cc1ccc2cc(OCC(O)Nc3ccc(-c4cnccn4)cn3)ccc2c1
MOL_03_009974,Cc1cc(NC(O)Nc2nnc(-c3ccncc3)s2)ccc1Cl
MOL_03_005509,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1NC(C)O
MOL_03_006988,COc1ccccc1CCC(O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
MOL_03_008441,COc1cccc(C(O)c2nc(-c3cccc(C(O)O)c3)cs2)c1
MOL_03_001439,CCOC(O)c1ncoc1C1COC(C)(C)O1
MOL_03_003288,CCSCC1OC(c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)C(O)C(O)C1O
MOL_03_006882,NC1NC(O)C(Cc2ccco2)S1
MOL_03_004068,Cc1ccc(OCC(O)N2CCCC(CCC(O)N(C)CCc3ccccn3)C2)cc1
MOL_03_005249,COCC(C)n1c(C)cc(C(O)COC(O)c2c(NC(C)O)sc(C)c2C)c1C
MOL_03_000557,Cc1ccccc1NC(O)NC1(C(O)N2CCN(C)CC2)CCCCC1
MOL_03_003531,CC(C)C1CCC2(C)C(CCC3C4C5OCC4(CCC5(C)C)CCC32C)C1(C)CCC(O)OCc1ccccc1
MOL_03_002182,Cn1nnc(C(O)CNCc2cccs2)n1
MOL_03_003219,OC(Cc1ccccc1)NCc1ccc2c(cnn2-c2ccc(F)cc2)c1
MOL_03_002798,CCOc1c(OC)cc(CCN)cc1OC
MOL_03_004292,Cc1cc(C)nc(OC(C(O)O)C2(c3ccccc3)NCC(O)N(Cc3ccc(F)c(F)c3)c3ccccc32)n1
MOL_03_001562,OC(CNc1cc(S(O)(O)N2CCOCC2)ccc1NCC1CCCO1)Nc1ccccc1F
MOL_03_005720,COC(O)Nc1noc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc12
MOL_03_006591,CCOc1ccc(CCNC(O)CN2c3cc(S(O)(O)N4CCOCC4)ccc3OCC2O)cc1
MOL_03_003453,Cc1ccc(N2CCN(C(O)C3CN(C(C)C)CC3c3ccc(Cl)cc3)CC2)c(C(C(C)C)N(C)C)c1
MOL_03_002604,Cc1ccc(C2NC3(CCCN(Cc4ccc(C(F)(F)F)cc4)C3O)C3C2C(O)N(Cc2ccccc2)C3O)cc1
MOL_03_003319,CNC(C(O)NC(C(O)N(C)C(CC(C)C(O)O)C(C)C)C(C)(C)C)C(C)(C)c1cccc(C)c1
MOL_03_009421,CCC(c1nnnn1CCOC)N1CCN(c2cccc(C(F)(F)F)c2)CC1
MOL_03_006627,Cc1noc(C)c1C(O)OCC(O)NC(O)c1ccc(C(C)(C)C)cc1
MOL_03_007017,COc1cc2ncnc(N3CCN(C(NCc4ccc(Cl)cc4)C(C#N)C#N)CC3)c2cc1OC
MOL_03_003838,CC(C)CC(NC(O)NCc1ccc(F)cc1)C(O)NO
MOL_03_004053,Nc1cnc(-c2ccc(C3CCC3)c(OCC(O)O)c2F)cn1
MOL_03_006596,COCC1CNC(C)CN1CC(O)N1CC(C)(C)c2cnc(CCC(C)C)cc21
MOL_03_004071,Cc1cc(C(C)(O)C#Cc2ccc3c(c2)-c2nc(C(N)O)sc2CCO3)no1
MOL_03_007719,N#Cc1cn(CC(O)N2CCCc3ccccc32)c2ccccc12
MOL_03_005597,Nc1ccc(-c2ccc3ncc4nc(O)n(-c5ccc(C(F)(F)F)cc5)c4c3c2)cn1
MOL_03_004410,OC(O)c1ccc(S(O)(O)Nc2ccc3c(c2)OCCO3)cc1
MOL_03_003363,CN(c1nc(-c2ccccc2)cs1)C1CCS(O)(O)C1
MOL_03_007900,CC1(c2cc(NC3CCc4cc(Cl)cnc43)ccc2F)NC(N)COCC1(F)F
MOL_03_004444,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1
MOL_03_006896,CC(C)CC(O)N1CCC2CN(CC(O)N(C)C)S(O)(O)C2CC1
MOL_03_009673,CN(C)c1ccc(Nc2nccc(-c3ccc(Oc4ccccc4N)cc3)n2)cc1
MOL_03_002185,Oc1ccc2cnc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2n1
MOL_03_008796,CCN(CC)C(O)Cn1ccc2c(CNNC(O)c3ccc(O)c(Cl)c3)cccc21
MOL_03_001975,CNC1CN(c2nc(N)nc3cc(C(C)(C)C)ccc23)C1
MOL_03_006776,CC1(C)CN(C2CCOCC2)C(O)c2c(nc(N3CC4CCC(C3)O4)nc2-c2ccc(NC(O)Nc3ccon3)cc2)O1
MOL_03_004596,CC(NNc1cccc(C(O)NNC(C)c2cc(O)ccc2O)c1)c1cc(O)ccc1O
MOL_03_001068,OC1CSC(Nc2cccc(C(O)O)c2)N1
MOL_03_001371,CCCCCC(O)OCc1cn(-c2ccc(Cl)cc2)nn1
MOL_03_009058,Nc1nc(O)c2c(n1)NCC(CCCc1ccc(C(O)NC(CCC(O)O)C(O)O)cc1)N2
MOL_03_008719,OC1NC(S)C(Cc2ccc(-c3ccccc3)s2)S1
MOL_03_007585,CC(C)CC1NC(O)CNC(O)C(CO)NC(O)C(NC(C)O)CSC(O)C(Cc2ccccc2)NC1O
MOL_03_005093,COc1ccc(C(C)C)cc1S(O)(O)Nc1cccnc1
MOL_03_008783,CC(C)(Oc1ccc(OCCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(O)O
MOL_03_006697,CCCN(CCC)C1CCc2c(F)ccc(OS(O)(O)C(F)(F)F)c2C1
MOL_03_004975,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO
MOL_03_003425,CN1CCN(CC(O)N2c3ccccc3C(O)Nc3cccnc32)C2CCCCC21
MOL_03_007061,CC1(C)CC(NC(O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1
MOL_03_004802,CCc1ccccc1NC(O)Nc1ccc(Cl)c(S(O)(O)C2CCNCC2)c1O
MOL_03_001216,N#Cc1ccccc1C12CCC(N(CCN3CCC(O)C3)C(O)Nc3ccc(F)c(C(F)(F)F)c3)C1C2
MOL_03_008458,CC(C)(C)OC(O)N1CCC(Oc2ccc(C(O)O)cc2)CC1
MOL_03_007888,CCC(O)Oc1ccc(N2C(O)C(CCCc3ccccc3)C2c2ccc(OC)cc2)cc1
MOL_03_002289,Cc1ccc2c(c1)C(O)C1(O)CCN(c3ccccc3)C1N2
MOL_03_000640,Cc1ccc(C2CN(c3nnc(C(F)F)s3)CCO2)c(C)c1
MOL_03_004928,CCN(CC)CCNc1nc(C(Cl)(Cl)Cl)nc2cc(Cl)ccc12
MOL_03_009160,OS(O)(c1ccccc1Cl)c1ccc(Cl)cc1Cl
MOL_03_001200,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)N2)C12COC2
MOL_03_005523,CC(C)(C)c1nc2cc(S(O)(O)CC3CC3)ccc2n1CC1CCOCC1
MOL_03_002737,CN(C)C(O)COc1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2
MOL_03_003979,CCCCCC(O)c1cccc(CCCCCC(O)O)n1
MOL_03_006486,CC(O)C(NC(O)CCc1ccccc1)C(O)NC(Cc1ccccc1)C(O)NC(CCC(N)O)C(O)O
MOL_03_006371,CC1Cc2ccccc2S(O)(O)N(CC(O)C(Cc2ccccc2)NC(O)Oc2ccccc2)C1
MOL_03_000294,Nc1nc2ccccc2n1C(O)Cc1ccc(F)cc1
MOL_03_005677,Cc1ccc(-c2nnc(SCc3ccccc3F)o2)cc1
MOL_03_006304,Cn1nc(NCC(O)NC2CN(C3CCC(C4CCCCC4)CC3)C2)c2cc(C(F)(F)F)ccc21
MOL_03_002699,CN(C)c1cc(C2CCCN(S(O)(O)c3cn(C)cn3)C2)ccn1
MOL_03_003418,Cc1cccc(C(O)Nc2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)n1
MOL_03_001436,Oc1ncc(Cc2ccc(F)c(C(O)N3CCC4(CCCCN4)CC3)c2)n2c(Cl)c(Cl)cc12
MOL_03_004630,Cn1nc(N(O)O)nc1Oc1ccc2ccccc2c1
MOL_03_002432,CC(C)c1ccc(C(O)N(C)CCN2CCN(c3cccc4ccoc34)CC2)cc1
MOL_03_003089,CC(C)CCOc1ccc(C(O)NCC(c2ccco2)N(C)C)cc1
MOL_03_006546,COC(O)CC1Nc2cc(N(O)O)ccc2OC1O
MOL_03_007199,Cc1ccc(NC(O)Nc2cccc(-c3cccc(N4CCCC4)n3)c2)cc1
MOL_03_004595,OC(CN1C(O)c2ccccc2CS1(O)O)c1ccccc1
MOL_03_009465,CN(NO)c1cccnc1
MOL_03_006670,OC(NCc1ccccc1)Nc1cccc(NC(O)NCc2ccccc2)c1
MOL_03_001789,OCc1ccccc1-c1ccccc1Cl
MOL_03_008042,OC(c1ccc(F)cc1)(c1ccc(F)cc1)C1CCN(CCCOc2ccc(Cl)cc2)CC1
MOL_03_004932,CC(O)Nc1cccc2c(-c3cccc(NC(O)c4ccc(C(F)(F)F)c(Cl)c4)c3)ccnc12
MOL_03_009881,CN1CCCC(n2cc(S(O)(O)c3c(Cl)nc4sccn34)c3cccnc32)C1
MOL_03_003190,Cc1ccc2ccccc2c1C(O)N1C2CCC1C(COc1ccc(F)cn1)C2
MOL_03_000993,COc1ccc2c(CN3CCCCC3)cn(CCCc3ccccc3)c2c1
MOL_03_005207,CN(C)CCN1C(O)c2ccc(Cl)c3c(Cl)ccc(c23)C1O
MOL_03_009806,CC(NO)c1ccc(NC(O)Cn2nc(-c3ccc(Cl)cc3)nc2N)cc1
MOL_03_003618,CC(C)N1C(O)C(CCCn2cnc3c(NCc4ccccc4)ncnc32)C1c1ccccc1F
MOL_03_008542,CC1CCCN(CCCCCCCCCCN2CCCC(C)C2)C1
MOL_03_003373,CN1CCN(C(O)c2occc2CN2c3ccccc3CC2O)CC1
MOL_03_005749,CC(O)OCCNC1CCCc2onc(O)c21
MOL_03_004423,Oc1ccc(S(O)(O)CS(O)(O)C(F)(F)F)cc1
MOL_03_000204,CN(C)S(O)(O)c1ccc2oc(NC(Cc3ccc(F)cc3)c3ccccn3)nc2c1
MOL_03_005517,COc1cc(C(O)Nc2ccc(S(O)(O)N3CCc4ccccc43)cc2)cc(OC)c1OC
MOL_03_002520,CCCc1ccc(OCc2ccc(C(O)NNCc3cccnc3)o2)cc1
MOL_03_006744,CC12CCCCC1C(c1ccoc1)N(Cc1ccccc1)C2O
MOL_03_002824,COc1cc(CC(O)OCC(O)NCc2cccs2)cc(OC)c1OC
MOL_03_002277,OCCC1(NC(O)c2cc(NC(O)c3cc(-c4ncccc4F)ccc3Cl)n(-c3ccccc3)n2)COC1
MOL_03_009239,Nc1ncnc2c1nc(SCc1ccccc1)n2C1OC(CO[PH](O)(O)O)C(O)C1O
MOL_03_007666,N#CC1C2CCOCC2NN(c2ccccc2)C1N
MOL_03_002575,COC(O)C(CC(O)c1ccc(Cl)cc1)c1ccc(C(C)C)cc1
MOL_03_007582,Cc1cc(C)nc(NC(S)N2CCN(c3ccc(F)cc3F)CC2)c1
MOL_03_005185,CC(C)c1nc2c(c(Nc3ccc(S(C)(O)O)cc3)n1)CCN(c1ncccc1C(F)(F)F)CC2
MOL_03_007453,CC(C)N1CCCC2(CCN(C(O)COCC(F)(F)C(F)F)C2)C1O
MOL_03_006349,OCC(NC1NS(O)(O)C2CCCCC2O1)c1ccccc1
MOL_03_008145,CCCNC(O)OCCC(C)C1CC(O)C(C)(C)O1
MOL_03_000375,COc1cc(NCCCCC2C3CCCN4CCCC(CN2Cc2ccc(Cl)cc2)C34)cc(OC)c1OC
MOL_03_005950,OC(COc1ccc(Cl)cc1N(O)O)NNCc1cccs1
MOL_03_006329,NC(O)Nc1cccc(C(O)N(Cc2ccncc2)C2CC2)c1
MOL_03_001509,Clc1ccnc(COc2cc3n(n2)CCCC3)c1
MOL_03_003997,NC(O)Cc1csc(SC2CSC3C(NC(O)Cc4ccccc4)C(O)N3C2C(O)O)n1
MOL_03_003159,COC(O)c1ccc(CNS(O)(O)c2ccc3ccccc3c2)cc1
MOL_03_004679,CC(C)C(NC(O)COc1cccc2ccccc12)C(O)NC(CC(O)O)C(O)COc1ccccc1F
MOL_03_000242,OC(O)C(Cc1ccccc1)Oc1ccc(Cl)c(Cl)c1
MOL_03_005634,CCCCCCCCCCCCCCCCCC(O)NC(CO)C(O)O
MOL_03_003593,CN(c1ccc(F)cc1)C(O)c1sc2ncccc2c1-c1ccc(F)cc1
MOL_03_006163,Cc1cc(C)c2cc(CN(Cc3nnnn3Cc3ccc(F)cc3)C3CCCC3)c(O)nc2c1
MOL_03_008288,Oc1c(CNCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(Cl)c2cccnc12
MOL_03_006194,CC(O)C(O)CC(C)C1CCC2C3CC(O)C4CC(O)CCC(C4)C3CCC12C
MOL_03_000216,CN(Cc1ccc(C(O)c2ccccc2)cc1)Cc1cccc2ccccc12
MOL_03_005228,CN(C)CCCn1cc(C2C(O)NC(O)C2c2cn(C)c3ccccc23)c2ccccc21
MOL_03_004963,CC(C)(O)C1CCC2(C)C(CC(O)C3C(O)CCC32C)C1(C)CCC(O)O
MOL_03_004006,CCOc1ccc(N2CC(NC(O)Cc3cccs3)CC2O)cc1
MOL_03_008105,COc1ccc(-c2ccc3c(N4CCOCC4)nc(C#N)nc3n2)cc1CO
MOL_03_000680,COCCOc1ccc(S(O)(O)N2CCN(c3ccc(F)cc3C(F)(F)F)CC2C)c(Cl)c1
MOL_03_007502,ON(O)CC1NCC2CCCC2N1Cc1cccnc1
MOL_03_005843,OC(c1cccc(OCc2ccc3ccccc3c2)c1)c1nccs1
MOL_03_003291,OC(Cc1cccc(F)c1)NCCNCc1ccc2c(c1)CCO2
MOL_03_005742,NC1CC(O)c2cccc3cccc1c23
MOL_03_002087,COC(O)CCCCCCC(O)Nc1ccc(Nc2ncc3cc(C(O)N(C)C)n(C4CCCC4)c3n2)cn1
MOL_03_008163,OC(COc1ccccc1)Nc1sc2c(c1C(O)Nc1ccccc1Cl)CCCCC2
MOL_03_009011,NC1CCC(NC(O)c2cc(OCc3ccc(C(N)N)cc3)cc(Oc3ccc(C(N)N)cc3)c2)CC1
MOL_03_000773,OC(NCCCl)Nc1ccc(-c2ccccc2)cc1
MOL_03_000245,Cc1ccc(S(O)(O)c2nonc2C)cc1
MOL_03_005751,CNc1cncc(-c2cccc(OC)c2F)n1
MOL_03_006892,Nc1c(C(O)Nc2cccc(F)c2)sc2nc3c(cc12)C(O)CCC3
MOL_03_007240,CN(c1ccccc1)C(O)CCNC(O)c1ccc(S(C)(O)O)c(N(O)O)c1
MOL_03_009318,NC(O)Cc1ccc(C(O)c2ccccc2F)s1
MOL_03_000004,OC(NCCCN1CCOCC1)c1ccc2c(c1)N(Cc1ccc(Cl)cc1)C(O)c1ccccc1[SH]2O
MOL_03_000922,CCc1cc(C)c(Oc2c(I)c(C)c(CC(N)C(O)O)c(C)c2I)c(C)c1C(O)c1ccccc1
MOL_03_001167,CC1(O)OCC2=C1N(O)c1ccccc1N2O
MOL_03_002312,Cc1cc(C)nc(NC(O)c2cccc(Cl)c2)c1
MOL_03_007854,CC1CCCCOC(CN(C)C)C(C)CN(C(C)CO)C(O)c2cc(NS(O)(O)c3ccc(Cl)cc3)ccc2O1
MOL_03_000003,OC(CCc1ccc2c(c1)OCO2)NCCc1ccco1
MOL_03_000191,CC#CC(CC(O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
MOL_03_008716,OC(O)c1cccc(C(O)N2CC3CN(CCC(NC(O)C4CCCC4)c4ccccc4)CC3C2)c1
MOL_03_003217,Cc1nc(-c2cn3c(n2)-c2ccc(OC4(CC5CC5)CN(C(C)C)C4)cc2OCC3)n(C(C)C)n1
MOL_03_005952,Oc1cccc(C(O)N2CCN(C(O)C3CC3)CC2)c1
MOL_03_003752,Fc1cc(Cl)ccc1C(NC1CCN(c2nccc(C(F)(F)F)n2)CC1)c1cccnc1
MOL_03_008981,COc1ccc(S(O)(O)N2CCC(C(O)Nc3ccc(S(O)(O)N4CCCC4)cc3)CC2)cc1OC
MOL_03_004200,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1
MOL_03_009872,COc1ccc(-c2cc(C(O)Nc3ccc4c(c3)OCO4)no2)cc1
MOL_03_005280,OCN(O)CC(CC1CCCC1)C(O)N1CCCN1C(O)Nc1ccc(F)cc1
MOL_03_001394,Cc1ccnc(NC(S)N2CCN(c3cccc(N(C)C)c3)CC2)c1
MOL_03_005590,CCCCNC(O)c1ccc2c(c1)N(CC)C(O)CS2
MOL_03_002136,CCC(C)C(O)OC1C2C(C)C(O)OC(C(C)C3CCC(O)C31C)C2OC(C)O
MOL_03_003622,CN(C)c1ccc(CNOC(O)Nc2ccccc2)cc1
MOL_03_007706,COc1cccc(CNC(O)c2nc(-c3cccs3)nc(O)c2O)c1
MOL_03_001061,CCCS(O)(O)N1CCN(CCN2C(O)c3cccc4cccc(c34)C2O)CC1
MOL_03_008440,CCC(C)C(O)OC1CC2(C)CCC(C(C)C)C2(O)CCC1(C)O
MOL_03_000911,OC(Nc1nnc(-c2ccc(F)cc2)o1)c1ccco1
MOL_03_007403,CCCCN1C(S)SC(CCC2CCc3ccccc3N2CC)C1O
MOL_03_000162,Cc1ccc(C)c(S(O)(O)NCC(O)NCc2ccco2)c1
MOL_03_005726,COCCCNC(O)C1CC(O)OC1c1ccc(OC)c(OC)c1
MOL_03_008607,ON(O)c1cn(CC(OCc2ccc(Cl)cc2)c2ccc(F)cc2F)cn1
MOL_03_001340,COc1cc(C(O)NC(c2nc(C(O)Nc3ccccc3Cc3ccccc3)cs2)C(C)C)cc(OC)c1OC
MOL_03_005702,CCC1C2C3Cc4ccc(OC)c5c4C2(CCN3CC2CC2)C(O5)C(O)C1(C)C
MOL_03_007349,CC(C)n1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2ccccc2)CC3)n1
MOL_03_000035,OC1NC(O)C(CCc2ccncc2)(c2ccccc2)C(O)N1
MOL_03_001640,CCCCCC(O)CCC1(F)C(O)CC(O)C1CCCCCCC(O)OC
MOL_03_003094,CC1CC2CC(CCn3cc(-c4ccccc4)nn3)CCC2(C(O)O)C(CC(Cl)c2ccc(C(O)O)cc2)C1
MOL_03_000201,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCNC(C)C5)c4)CC3)cccc2n1
MOL_03_006468,Cn1cc(-c2ccc(CN3c4ccccc4C(O)(C(F)(F)F)C3O)c(Cl)c2)cn1
MOL_03_005390,CC1(C)OCC(CO)O1
MOL_03_006393,COC(C)C(O)OCC1(N(c2ccccc2)C(O)C(C)OC)CCN(CCN2C(O)c3ccccc3C2O)CC1
MOL_03_004884,Oc1cc(N2CCOC3CCCC32)nc(CC(O)N2CCc3c(F)cccc32)n1
MOL_03_009180,Cc1c(C(O)O)sc2ccc(NC(O)C(C)(C)NC(O)c3ccc4c(C5CCCCC5)c(-c5ccccn5)n(C)c4c3)cc12
MOL_03_002694,OC1(C(F)(F)F)c2ccccc2-c2ccc(OCC3CC3)cc21
MOL_03_003847,Cn1nncc1-c1cnc(N)c(-c2ccc(C(O)NC(CO)c3cccc(Cl)c3)c(F)c2)c1
MOL_03_003747,Cc1ccc(CNc2ccc(-c3nc(-c4ccco4)no3)cc2N(O)O)cc1
MOL_03_001400,CC1(C)OC2C3OCOC3COC2(CNS(N)(O)O)O1
MOL_03_000227,OC(O)CCCC(O)NCCc1cccc(Cl)c1
MOL_03_004588,CNC(O)C(CC(C)(C)C)NC(O)c1ccc(C2CC2)c(S(O)(O)CC(C)C)n1
MOL_03_002738,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC(F)(F)F
MOL_03_006185,CCOC(O)c1ccc(OCCCN2CCC(C(O)(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
MOL_03_002451,COc1ccc(-c2cc(SC)nc(Nc3nc(NCCN4CCOCC4)nc(NCCN4CCOCC4)n3)n2)cc1OC
MOL_03_008698,OC1CCC(O)C1Cc1ccc2ccccc2c1
MOL_03_005143,OCC1CCC(CO)SS1
MOL_03_005919,CC(C)(C)NC(O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1
MOL_03_008263,OC(O)C(Cc1ccc(-c2ccc(OC(Cc3ccccc3)C(O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1
MOL_03_009535,Cc1ccc(NNc2c(N)nn3c(C)cc(C)nc23)cc1
MOL_03_001675,Oc1c(C(Nc2ccccn2)c2ccccc2)cc(Cl)c2cccnc12
MOL_03_003834,COc1ccccc1-c1ccc(C(O)NC(CCc2ccccc2)C(Cc2cccc(C(N)N)c2)C(O)OC)cc1
MOL_03_006302,CS(O)(O)c1ccc(C(O)N2CCC(N(C3CC3)S(O)(O)c3cccc(C(F)(F)F)c3)CC2)c(F)c1
MOL_03_000288,CCN(Cc1ccncc1)C(O)c1ccccc1NS(O)(O)c1ccc(F)cc1
MOL_03_003888,Fc1ccc(CCN2CCC3C(C2)c2cccc4c2N3CC4)cc1
MOL_03_004533,CC1NN(C2NC(C)C(C(O)Nc3cccc(N(O)O)c3)C(c3ccc(O)cc3O)N2)C(O)C1Cc1ccco1
MOL_03_003975,COc1cc(Nc2nn(-c3ccc(OC(F)(F)F)cc3)nc2C(C)O)cc(OC)c1
MOL_03_002331,OC1NC(Nc2csc(-c3ccc(Cl)cc3)c2)SC1Cc1ccc(Cl)cc1
MOL_03_009217,Cc1nc2ccc(C(O)N3CCN(C(C)O)CC3)cn2c1N(C)Cc1ccc(NC(C)O)cc1
MOL_03_008157,COC1CCC(O)C(COC(O)C(C)(C)C)O1
MOL_03_004357,OC(c1cnn2c(C(F)F)cc(C3CC3)nc12)N1CCc2ccccc2C1
MOL_03_008133,Cn1c2c3cccc(N(O)O)c3nc-2cc2ccccc21
MOL_03_009909,CCCCCC(O)N1CC(NC(O)CCCC)C1O
MOL_03_009045,Cc1cc(-c2cccc(C(F)(F)F)c2)c(Nc2ccc(Cl)cc2)nn1
MOL_03_003656,OC(Nc1ccc(CC(NC(O)C23CC4CC(CC(C4)C2)C3)C(O)O)cc1)c1ccnc2ccccc12
MOL_03_002749,Cc1c(C(O)Nc2ccc(C(F)(F)F)cn2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(O)(O)CCC(F)(F)F)cc1
MOL_03_007410,OC(Nc1cccc(F)c1)N1CCC2(CCCN(C(O)c3csnn3)C2)C1
MOL_03_000069,Cc1ccc(-c2nnn(CC(O)N(c3ccc(F)cc3)C(c3ccco3)C(O)NC(C)(C)C)n2)o1
MOL_03_004117,Cn1cc(CN2CCC3OCCC(C(O)NCc4ccco4)C3C2)cn1
MOL_03_008262,OC(O)c1cccc2c3c(n(Cc4cccc(F)c4)c12)CCCCC3
MOL_03_002953,CCCNC(O)N(O)CC1COc2ccccc2O1
MOL_03_009717,COC(O)c1ccc(Cl)cc1NC(O)NCc1c(-n2cccc2)sc2c1CCCC2
MOL_03_007880,OC(O)c1cc(C(O)O)c(NC(O)c2ccccc2)cc1NC(O)c1ccccc1
MOL_03_003079,Cc1c(C(O)N2CC(O)N(C)C2)nnn1-c1cccc2cccnc12
MOL_03_005940,CC(C)(C)C1NN(c2ccccc2Cl)C2(c3ccccc3NC2O)C1c1ccccc1
MOL_03_001542,COc1cc(NC(N)NC#N)ccc1-c1cnco1
MOL_03_007499,Cc1ccccc1CC(c1ccccc1)N1CCNCC1
MOL_03_001384,CS(O)(O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1
MOL_03_004764,COc1c(C)c2c(c(O)c1CC(O)C(C)(O)C(O)CC(O)O)C(O)OC2
MOL_03_008136,Oc1nc(-n2cccn2)ncc1NC(O)Cc1ccc2ccccc2c1
MOL_03_003202,Cc1ccccc1C1CCc2c(C(O)NCC3CCCCO3)cc3c(nc(C)n3C)c2O1
MOL_03_005161,CC(OC(O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1)C(O)Nc1ccc(S(N)(O)O)cc1
MOL_03_002254,COc1ccc2nc(C)cc(-n3cc(CN4CCC(N5CCOCC5)CC4)nn3)c2c1
MOL_03_008401,OC(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)C1CCc2ccccc2C1
MOL_03_001493,OC(c1ccccc1Cl)N1CCC(NS(O)(O)c2cc(S(O)(O)c3ccccc3)ccc2C(F)(F)F)CC1
MOL_03_000586,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)O)nn3CCF)CC4)c2)CC1
MOL_03_001151,Cc1c(C(O)NCCc2ccncc2)cnn1-c1nccc(-c2ccccc2C(F)(F)F)n1
MOL_03_006678,Fc1ccc(-c2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1
MOL_03_003491,Cc1ccc2nc(-c3ccc(F)cc3)c(OCCCOc3cncc(F)c3)n2c1
MOL_03_008589,CC1(C(O)O)CCCC2(C)C3CC4C5CC3(CCC12)CC45CO
MOL_03_001204,COC(O)CCNc1cc(Cl)sn1
MOL_03_007561,CC1CCC2C(C)C(OCCCCCO)OC3OC4(C)CCC1C32OO4
MOL_03_007894,OCC1(NCCCC2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CCCC1
MOL_03_008672,CC(C)c1ccc(CC(O)N2CCCC3(CN(C)C(O)O3)C2)cc1
MOL_03_007641,OC1Nc2cc(N(O)O)ccc2N2CCCCC12
MOL_03_006695,Cc1ccc(-c2csc3nnc(SCC(O)Nc4nsc(-c5ccccc5)n4)n23)cc1
MOL_03_001198,CCOC(O)C1C(Nc2ccc(C)cc2)C(O)N(CCO)C1c1ccccc1
